LocationType,Location,TimeFrame,DataFormat,Data
School District,Ludlow Ind.,2018,Rate,94.8
School District,Ludlow Ind.,2019,Rate,98.4
School District,Ludlow Ind.,2020,Rate,98
School District,Ludlow Ind.,2021,Rate,94.6
School District,Ludlow Ind.,2022,Rate,94.5
School District,Ludlow Ind.,2023,Rate,94.9
School District,Ludlow Ind.,2024,Rate,98.2
School District,Lyon Co.,2013,Rate,97
School District,Lyon Co.,2014,Rate,96.6
School District,Lyon Co.,2015,Rate,95.9
School District,Lyon Co.,2016,Rate,100
School District,Lyon Co.,2017,Rate,98.4
School District,Lyon Co.,2018,Rate,98.4
School District,Lyon Co.,2019,Rate,98.4
School District,Lyon Co.,2020,Rate,98.3
School District,Lyon Co.,2021,Rate,95.7
School District,Lyon Co.,2022,Rate,100
School District,Lyon Co.,2023,Rate,90
School District,Lyon Co.,2024,Rate,98.6
School District,Madison Co.,2013,Rate,91.9
School District,Madison Co.,2014,Rate,93.8
School District,Madison Co.,2015,Rate,92.7
School District,Madison Co.,2016,Rate,91.8
School District,Madison Co.,2017,Rate,95.4
School District,Madison Co.,2018,Rate,93.9
School District,Madison Co.,2019,Rate,92.8
School District,Madison Co.,2020,Rate,93
School District,Madison Co.,2021,Rate,93.6
School District,Madison Co.,2022,Rate,92.9
School District,Madison Co.,2023,Rate,92.2
School District,Madison Co.,2024,Rate,94
School District,Magoffin Co.,2013,Rate,92.4
School District,Magoffin Co.,2014,Rate,88.9
School District,Magoffin Co.,2015,Rate,96.9
School District,Magoffin Co.,2016,Rate,93.3
School District,Magoffin Co.,2017,Rate,94.6
School District,Magoffin Co.,2018,Rate,94.3
School District,Magoffin Co.,2019,Rate,95
School District,Magoffin Co.,2020,Rate,98.6
School District,Magoffin Co.,2021,Rate,91.9
School District,Magoffin Co.,2022,Rate,89.2
School District,Magoffin Co.,2023,Rate,92.5
School District,Magoffin Co.,2024,Rate,91.6
School District,Marion Co.,2013,Rate,93.2
School District,Marion Co.,2014,Rate,89.1
School District,Marion Co.,2015,Rate,90
School District,Marion Co.,2016,Rate,90.9
School District,Marion Co.,2017,Rate,92.8
School District,Marion Co.,2018,Rate,95
School District,Marion Co.,2019,Rate,94.7
School District,Marion Co.,2020,Rate,95.6
School District,Marion Co.,2021,Rate,95.1
School District,Marion Co.,2022,Rate,93.2
School District,Marion Co.,2023,Rate,95.9
School District,Marion Co.,2024,Rate,97
School District,Marshall Co.,2013,Rate,91.9
School District,Marshall Co.,2014,Rate,89
School District,Marshall Co.,2015,Rate,92.7
School District,Marshall Co.,2016,Rate,91.6
School District,Marshall Co.,2017,Rate,93.3
School District,Marshall Co.,2018,Rate,94.2
School District,Marshall Co.,2019,Rate,94.1
School District,Marshall Co.,2020,Rate,91.4
School District,Marshall Co.,2021,Rate,86.9
School District,Marshall Co.,2022,Rate,91.8
School District,Marshall Co.,2023,Rate,91.2
School District,Marshall Co.,2024,Rate,91.1
School District,Martin Co.,2013,Rate,91.9
School District,Martin Co.,2014,Rate,89.8
School District,Martin Co.,2015,Rate,91.4
School District,Martin Co.,2016,Rate,92
School District,Martin Co.,2017,Rate,98.3
School District,Martin Co.,2018,Rate,94.5
School District,Martin Co.,2019,Rate,91.8
School District,Martin Co.,2020,Rate,98.4
School District,Martin Co.,2021,Rate,95.9
School District,Martin Co.,2022,Rate,94.6
School District,Martin Co.,2023,Rate,92.9
School District,Martin Co.,2024,Rate,91.7
School District,Mason Co.,2013,Rate,90.8
School District,Mason Co.,2014,Rate,88.4
School District,Mason Co.,2015,Rate,87.9
School District,Mason Co.,2016,Rate,91.9
School District,Mason Co.,2017,Rate,94
School District,Mason Co.,2018,Rate,94.2
School District,Mason Co.,2019,Rate,93.6
School District,Mason Co.,2020,Rate,91.2
School District,Mason Co.,2021,Rate,90
School District,Mason Co.,2022,Rate,95.3
School District,Mason Co.,2023,Rate,94.1
School District,Mason Co.,2024,Rate,96.4
School District,Mayfield Ind.,2013,Rate,91.6
School District,Mayfield Ind.,2014,Rate,97.1
School District,Mayfield Ind.,2015,Rate,94.8
School District,Mayfield Ind.,2016,Rate,96.9
School District,Mayfield Ind.,2017,Rate,96.8
School District,Mayfield Ind.,2018,Rate,95
School District,Mayfield Ind.,2019,Rate,96
School District,Mayfield Ind.,2020,Rate,95.8
School District,Mayfield Ind.,2021,Rate,96.2
School District,Mayfield Ind.,2022,Rate,92.6
School District,Mayfield Ind.,2023,Rate,94.7
School District,Mayfield Ind.,2024,Rate,95.2
School District,McCracken Co.,2013,Rate,88.7
School District,McCracken Co.,2014,Rate,91.4
School District,McCracken Co.,2015,Rate,94.2
School District,McCracken Co.,2016,Rate,90.6
School District,McCracken Co.,2017,Rate,94.4
School District,McCracken Co.,2018,Rate,92.9
School District,McCracken Co.,2019,Rate,94.4
School District,McCracken Co.,2020,Rate,96.5
School District,McCracken Co.,2021,Rate,91.8
School District,McCracken Co.,2022,Rate,92.1
School District,McCracken Co.,2023,Rate,94.5
School District,McCracken Co.,2024,Rate,91.9
School District,McCreary Co.,2013,Rate,93.5
School District,McCreary Co.,2014,Rate,92
School District,McCreary Co.,2015,Rate,89.2
School District,McCreary Co.,2016,Rate,79.3
School District,McCreary Co.,2017,Rate,90.8
School District,McCreary Co.,2018,Rate,96.9
School District,McCreary Co.,2019,Rate,94
School District,McCreary Co.,2020,Rate,97.4
School District,McCreary Co.,2021,Rate,94
School District,McCreary Co.,2022,Rate,91.1
School District,McCreary Co.,2023,Rate,93.8
School District,McCreary Co.,2024,Rate,93.6
School District,McLean Co.,2013,Rate,86.4
School District,McLean Co.,2014,Rate,89.6
School District,McLean Co.,2015,Rate,88.7
School District,McLean Co.,2016,Rate,92.4
School District,McLean Co.,2017,Rate,92.2
School District,McLean Co.,2018,Rate,94.4
School District,McLean Co.,2019,Rate,94
School District,McLean Co.,2020,Rate,96.5
School District,McLean Co.,2021,Rate,90.1
School District,McLean Co.,2022,Rate,91.2
School District,McLean Co.,2023,Rate,92.5
School District,McLean Co.,2024,Rate,90.8
School District,Meade Co.,2013,Rate,94.1
School District,Meade Co.,2014,Rate,92.5
School District,Meade Co.,2015,Rate,92.7
School District,Meade Co.,2016,Rate,93
School District,Meade Co.,2017,Rate,94.9
School District,Meade Co.,2018,Rate,93.4
School District,Meade Co.,2019,Rate,93.5
School District,Meade Co.,2020,Rate,95.4
School District,Meade Co.,2021,Rate,95
School District,Meade Co.,2022,Rate,96.1
School District,Meade Co.,2023,Rate,94.4
School District,Meade Co.,2024,Rate,94.9
School District,Menifee Co.,2013,Rate,90.7
School District,Menifee Co.,2014,Rate,92.4
School District,Menifee Co.,2015,Rate,96.4
School District,Menifee Co.,2016,Rate,93.6
School District,Menifee Co.,2017,Rate,97.2
School District,Menifee Co.,2018,Rate,92.3
School District,Menifee Co.,2019,Rate,95.3
School District,Menifee Co.,2020,Rate,90.2
School District,Menifee Co.,2021,Rate,94.4
School District,Menifee Co.,2022,Rate,87.1
School District,Menifee Co.,2023,Rate,87.8
School District,Menifee Co.,2024,Rate,94.1
School District,Mercer Co.,2013,Rate,97.5
School District,Mercer Co.,2014,Rate,93.3
School District,Mercer Co.,2015,Rate,93.8
School District,Mercer Co.,2016,Rate,93.6
School District,Mercer Co.,2017,Rate,95.5
School District,Mercer Co.,2018,Rate,96.5
School District,Mercer Co.,2019,Rate,99.5
School District,Mercer Co.,2020,Rate,97.5
School District,Mercer Co.,2021,Rate,97.5
School District,Mercer Co.,2022,Rate,97.4
School District,Mercer Co.,2023,Rate,93.8
School District,Mercer Co.,2024,Rate,94.8
School District,Metcalfe Co.,2013,Rate,87.3
School District,Metcalfe Co.,2014,Rate,90.3
School District,Metcalfe Co.,2015,Rate,90.4
School District,Metcalfe Co.,2016,Rate,94
School District,Metcalfe Co.,2017,Rate,93.6
School District,Metcalfe Co.,2018,Rate,89.2
School District,Metcalfe Co.,2019,Rate,92
School District,Metcalfe Co.,2020,Rate,90.6
School District,Metcalfe Co.,2021,Rate,93.8
School District,Metcalfe Co.,2022,Rate,83.5
School District,Metcalfe Co.,2023,Rate,91.2
School District,Metcalfe Co.,2024,Rate,85.8
School District,Middlesboro Ind.,2013,Rate,89.4
School District,Middlesboro Ind.,2014,Rate,77.2
School District,Middlesboro Ind.,2015,Rate,91.2
School District,Middlesboro Ind.,2016,Rate,92.8
School District,Middlesboro Ind.,2017,Rate,91.2
School District,Middlesboro Ind.,2018,Rate,94.7
School District,Middlesboro Ind.,2019,Rate,96.3
School District,Middlesboro Ind.,2020,Rate,94.9
School District,Middlesboro Ind.,2021,Rate,91.8
School District,Middlesboro Ind.,2022,Rate,92
School District,Middlesboro Ind.,2023,Rate,91.1
School District,Middlesboro Ind.,2024,Rate,89
School District,Monroe Co.,2013,Rate,95.3
School District,Monroe Co.,2014,Rate,100
School District,Monroe Co.,2015,Rate,98.6
School District,Monroe Co.,2016,Rate,98.4
School District,Monroe Co.,2017,Rate,98.6
School District,Monroe Co.,2018,Rate,98.7
School District,Monroe Co.,2019,Rate,99.1
School District,Monroe Co.,2020,Rate,98.6
School District,Monroe Co.,2021,Rate,100
School District,Monroe Co.,2022,Rate,92.6
School District,Monroe Co.,2023,Rate,95.2
School District,Monroe Co.,2024,Rate,98.1
School District,Montgomery Co.,2013,Rate,92.4
School District,Montgomery Co.,2014,Rate,90.9
School District,Montgomery Co.,2015,Rate,89
School District,Montgomery Co.,2016,Rate,82.9
School District,Montgomery Co.,2017,Rate,92.5
School District,Montgomery Co.,2018,Rate,91
School District,Montgomery Co.,2019,Rate,94
School District,Montgomery Co.,2020,Rate,94.4
School District,Montgomery Co.,2021,Rate,92.1
School District,Montgomery Co.,2022,Rate,88.8
School District,Montgomery Co.,2023,Rate,89.8
School District,Montgomery Co.,2024,Rate,93.8
School District,Monticello Ind.,2013,Rate,78.9
School District,Monticello Ind.,2014,Rate,**
School District,Monticello Ind.,2015,Rate,**
School District,Monticello Ind.,2016,Rate,**
School District,Monticello Ind.,2017,Rate,**
School District,Monticello Ind.,2018,Rate,**
School District,Monticello Ind.,2019,Rate,**
School District,Monticello Ind.,2020,Rate,**
School District,Monticello Ind.,2021,Rate,**
School District,Monticello Ind.,2022,Rate,**
School District,Monticello Ind.,2023,Rate,**
School District,Monticello Ind.,2024,Rate,**
School District,Morgan Co.,2013,Rate,87.3
School District,Morgan Co.,2014,Rate,84.1
School District,Morgan Co.,2015,Rate,87
School District,Morgan Co.,2016,Rate,82.6
School District,Morgan Co.,2017,Rate,93
School District,Morgan Co.,2018,Rate,93.5
School District,Morgan Co.,2019,Rate,94.9
School District,Morgan Co.,2020,Rate,97.9
School District,Morgan Co.,2021,Rate,100
School District,Morgan Co.,2022,Rate,97.6
School District,Morgan Co.,2023,Rate,99.3
School District,Morgan Co.,2024,Rate,98
School District,Muhlenberg Co.,2013,Rate,87.8
School District,Muhlenberg Co.,2014,Rate,88.6
School District,Muhlenberg Co.,2015,Rate,89
School District,Muhlenberg Co.,2016,Rate,84.8
School District,Muhlenberg Co.,2017,Rate,88.1
School District,Muhlenberg Co.,2018,Rate,89.2
School District,Muhlenberg Co.,2019,Rate,89.1
School District,Muhlenberg Co.,2020,Rate,90.8
School District,Muhlenberg Co.,2021,Rate,87.7
School District,Muhlenberg Co.,2022,Rate,87
School District,Muhlenberg Co.,2023,Rate,85.9
School District,Muhlenberg Co.,2024,Rate,90.4
School District,Murray Ind.,2013,Rate,94.9
School District,Murray Ind.,2014,Rate,97.1
School District,Murray Ind.,2015,Rate,97.8
School District,Murray Ind.,2016,Rate,100
School District,Murray Ind.,2017,Rate,96.5
School District,Murray Ind.,2018,Rate,95.7
School District,Murray Ind.,2019,Rate,95.6
School District,Murray Ind.,2020,Rate,96.3
School District,Murray Ind.,2021,Rate,92.6
School District,Murray Ind.,2022,Rate,89.9
School District,Murray Ind.,2023,Rate,95.7
School District,Murray Ind.,2024,Rate,95.3
School District,Nelson Co.,2013,Rate,87.9
School District,Nelson Co.,2014,Rate,88.2
School District,Nelson Co.,2015,Rate,93.7
School District,Nelson Co.,2016,Rate,94.5
School District,Nelson Co.,2017,Rate,94.5
School District,Nelson Co.,2018,Rate,93.7
School District,Nelson Co.,2019,Rate,91.8
School District,Nelson Co.,2020,Rate,93.4
School District,Nelson Co.,2021,Rate,92
School District,Nelson Co.,2022,Rate,95.8
School District,Nelson Co.,2023,Rate,96.1
School District,Nelson Co.,2024,Rate,94.5
School District,Newport Ind.,2013,Rate,84
School District,Newport Ind.,2014,Rate,85.8
School District,Newport Ind.,2015,Rate,92.3
School District,Newport Ind.,2016,Rate,92.3
School District,Newport Ind.,2017,Rate,91.4
School District,Newport Ind.,2018,Rate,97.7
School District,Newport Ind.,2019,Rate,93.3
School District,Newport Ind.,2020,Rate,95.7
School District,Newport Ind.,2021,Rate,94.7
School District,Newport Ind.,2022,Rate,90.4
School District,Newport Ind.,2023,Rate,88.8
School District,Newport Ind.,2024,Rate,90.7
School District,Nicholas Co.,2013,Rate,92
School District,Nicholas Co.,2014,Rate,96.5
School District,Nicholas Co.,2015,Rate,91.3
School District,Nicholas Co.,2016,Rate,95
School District,Nicholas Co.,2017,Rate,96.8
School District,Nicholas Co.,2018,Rate,98.7
School District,Nicholas Co.,2019,Rate,94.8
School District,Nicholas Co.,2020,Rate,93.4
School District,Nicholas Co.,2021,Rate,89.7
School District,Nicholas Co.,2022,Rate,82.4
School District,Nicholas Co.,2023,Rate,93.4
School District,Nicholas Co.,2024,Rate,84.4
School District,Ohio Co.,2013,Rate,88
School District,Ohio Co.,2014,Rate,91.5
School District,Ohio Co.,2015,Rate,93.5
School District,Ohio Co.,2016,Rate,90.1
School District,Ohio Co.,2017,Rate,92.4
School District,Ohio Co.,2018,Rate,95.5
School District,Ohio Co.,2019,Rate,95.4
School District,Ohio Co.,2020,Rate,91.1
School District,Ohio Co.,2021,Rate,90.3
School District,Ohio Co.,2022,Rate,89.2
School District,Ohio Co.,2023,Rate,92.8
School District,Ohio Co.,2024,Rate,96
School District,Oldham Co.,2013,Rate,96.2
School District,Oldham Co.,2014,Rate,95.6
School District,Oldham Co.,2015,Rate,95.6
School District,Oldham Co.,2016,Rate,96.3
School District,Oldham Co.,2017,Rate,96.3
School District,Oldham Co.,2018,Rate,96.1
School District,Oldham Co.,2019,Rate,96.9
School District,Oldham Co.,2020,Rate,97
School District,Oldham Co.,2021,Rate,96.9
School District,Oldham Co.,2022,Rate,97.3
School District,Oldham Co.,2023,Rate,97.3
School District,Oldham Co.,2024,Rate,97.1
School District,Owen Co.,2013,Rate,86.7
School District,Owen Co.,2014,Rate,93.2
School District,Owen Co.,2015,Rate,89.8
School District,Owen Co.,2016,Rate,90.7
School District,Owen Co.,2017,Rate,94.8
School District,Owen Co.,2018,Rate,94.4
School District,Owen Co.,2019,Rate,95.1
School District,Owen Co.,2020,Rate,96.8
School District,Owen Co.,2021,Rate,92.3
School District,Owen Co.,2022,Rate,93.8
School District,Owen Co.,2023,Rate,94.3
School District,Owen Co.,2024,Rate,90.7
School District,Owensboro Ind.,2013,Rate,86.8
School District,Owensboro Ind.,2014,Rate,84.9
School District,Owensboro Ind.,2015,Rate,88.1
School District,Owensboro Ind.,2016,Rate,86.3
School District,Owensboro Ind.,2017,Rate,86.3
School District,Owensboro Ind.,2018,Rate,83.7
School District,Owensboro Ind.,2019,Rate,84.1
School District,Owensboro Ind.,2020,Rate,88.5
School District,Owensboro Ind.,2021,Rate,89
School District,Owensboro Ind.,2022,Rate,89.7
School District,Owensboro Ind.,2023,Rate,86.2
School District,Owensboro Ind.,2024,Rate,90.4
School District,Owsley Co.,2013,Rate,94.7
School District,Owsley Co.,2014,Rate,89.1
School District,Owsley Co.,2015,Rate,89.6
School District,Owsley Co.,2016,Rate,93.1
School District,Owsley Co.,2017,Rate,85.5
School District,Owsley Co.,2018,Rate,96.2
School District,Owsley Co.,2019,Rate,85.7
School District,Owsley Co.,2020,Rate,92.7
School District,Owsley Co.,2021,Rate,88
School District,Owsley Co.,2022,Rate,84.2
School District,Owsley Co.,2023,Rate,79.7
School District,Owsley Co.,2024,Rate,85
School District,Paducah Ind.,2013,Rate,81.8
School District,Paducah Ind.,2014,Rate,86.6
School District,Paducah Ind.,2015,Rate,84
School District,Paducah Ind.,2016,Rate,86.2
School District,Paducah Ind.,2017,Rate,78.3
School District,Paducah Ind.,2018,Rate,81.3
School District,Paducah Ind.,2019,Rate,82.6
School District,Paducah Ind.,2020,Rate,79.7
School District,Paducah Ind.,2021,Rate,76.9
School District,Paducah Ind.,2022,Rate,84.8
School District,Paducah Ind.,2023,Rate,86.6
School District,Paducah Ind.,2024,Rate,83.5
School District,Paintsville Ind.,2013,Rate,93
School District,Paintsville Ind.,2014,Rate,98.1
School District,Paintsville Ind.,2015,Rate,97.9
School District,Paintsville Ind.,2016,Rate,98.3
School District,Paintsville Ind.,2017,Rate,91.1
School District,Paintsville Ind.,2018,Rate,94.6
School District,Paintsville Ind.,2019,Rate,100
School District,Paintsville Ind.,2020,Rate,95.9
School District,Paintsville Ind.,2021,Rate,94
School District,Paintsville Ind.,2022,Rate,97.7
School District,Paintsville Ind.,2023,Rate,95.1
School District,Paintsville Ind.,2024,Rate,93.5
School District,Paris Ind.,2013,Rate,94.7
School District,Paris Ind.,2014,Rate,90.7
School District,Paris Ind.,2015,Rate,97.6
School District,Paris Ind.,2016,Rate,100
School District,Paris Ind.,2017,Rate,100
School District,Paris Ind.,2018,Rate,98.3
School District,Paris Ind.,2019,Rate,100
School District,Paris Ind.,2020,Rate,89.1
School District,Paris Ind.,2021,Rate,87.8
School District,Paris Ind.,2022,Rate,86
School District,Paris Ind.,2023,Rate,93.5
School District,Paris Ind.,2024,Rate,89.8
School District,Pendleton Co.,2013,Rate,91.1
School District,Pendleton Co.,2014,Rate,93.6
School District,Pendleton Co.,2015,Rate,91.4
School District,Pendleton Co.,2016,Rate,96.9
School District,Pendleton Co.,2017,Rate,96.6
School District,Pendleton Co.,2018,Rate,94.9
School District,Pendleton Co.,2019,Rate,99.5
School District,Pendleton Co.,2020,Rate,96.2
School District,Pendleton Co.,2021,Rate,98.2
School District,Pendleton Co.,2022,Rate,98.7
School District,Pendleton Co.,2023,Rate,98.2
School District,Pendleton Co.,2024,Rate,96
School District,Perry Co.,2013,Rate,83.1
School District,Perry Co.,2014,Rate,86.8
School District,Perry Co.,2015,Rate,91.7
School District,Perry Co.,2016,Rate,92.8
School District,Perry Co.,2017,Rate,94.5
School District,Perry Co.,2018,Rate,93.5
School District,Perry Co.,2019,Rate,95.5
School District,Perry Co.,2020,Rate,90.8
School District,Perry Co.,2021,Rate,94.1
School District,Perry Co.,2022,Rate,92.5
School District,Perry Co.,2023,Rate,91
School District,Perry Co.,2024,Rate,91.4
School District,Pike Co.,2013,Rate,89.7
School District,Pike Co.,2014,Rate,88.7
School District,Pike Co.,2015,Rate,91
School District,Pike Co.,2016,Rate,94.8
School District,Pike Co.,2017,Rate,93.8
School District,Pike Co.,2018,Rate,95.2
School District,Pike Co.,2019,Rate,95.4
School District,Pike Co.,2020,Rate,95.1
School District,Pike Co.,2021,Rate,88.3
School District,Pike Co.,2022,Rate,86.6
School District,Pike Co.,2023,Rate,88.3
School District,Pike Co.,2024,Rate,90.4
School District,Pikeville Ind.,2013,Rate,96.1
School District,Pikeville Ind.,2014,Rate,89.2
School District,Pikeville Ind.,2015,Rate,96.3
School District,Pikeville Ind.,2016,Rate,97.6
School District,Pikeville Ind.,2017,Rate,96.3
School District,Pikeville Ind.,2018,Rate,98.6
School District,Pikeville Ind.,2019,Rate,100
School District,Pikeville Ind.,2020,Rate,97.5
School District,Pikeville Ind.,2021,Rate,96.1
School District,Pikeville Ind.,2022,Rate,93.6
School District,Pikeville Ind.,2023,Rate,83.8
School District,Pikeville Ind.,2024,Rate,85
School District,Pineville Ind.,2013,Rate,90
School District,Pineville Ind.,2014,Rate,84.6
School District,Pineville Ind.,2015,Rate,87.8
School District,Pineville Ind.,2016,Rate,93
School District,Pineville Ind.,2017,Rate,100
School District,Pineville Ind.,2018,Rate,94.7
School District,Pineville Ind.,2019,Rate,94.9
School District,Pineville Ind.,2020,Rate,100
School District,Pineville Ind.,2021,Rate,88.9
School District,Pineville Ind.,2022,Rate,82.6
School District,Pineville Ind.,2023,Rate,89.6
School District,Pineville Ind.,2024,Rate,92.7
School District,Powell Co.,2013,Rate,93.5
School District,Powell Co.,2014,Rate,91.8
School District,Powell Co.,2015,Rate,92.9
School District,Powell Co.,2016,Rate,92.2
School District,Powell Co.,2017,Rate,88.3
School District,Powell Co.,2018,Rate,92.4
School District,Powell Co.,2019,Rate,86.6
School District,Powell Co.,2020,Rate,87.4
School District,Powell Co.,2021,Rate,89.7
School District,Powell Co.,2022,Rate,86.2
School District,Powell Co.,2023,Rate,89
School District,Powell Co.,2024,Rate,90.7
School District,Providence Ind.,2013,Rate,**
School District,Providence Ind.,2014,Rate,**
School District,Providence Ind.,2015,Rate,**
School District,Providence Ind.,2016,Rate,**
School District,Providence Ind.,2017,Rate,**
School District,Providence Ind.,2018,Rate,**
School District,Providence Ind.,2019,Rate,**
School District,Providence Ind.,2020,Rate,**
School District,Providence Ind.,2021,Rate,**
School District,Providence Ind.,2022,Rate,**
School District,Providence Ind.,2023,Rate,**
School District,Providence Ind.,2024,Rate,**
School District,Pulaski Co.,2013,Rate,90.7
School District,Pulaski Co.,2014,Rate,93.4
School District,Pulaski Co.,2015,Rate,95.8
School District,Pulaski Co.,2016,Rate,97.7
School District,Pulaski Co.,2017,Rate,97.9
School District,Pulaski Co.,2018,Rate,97.7
School District,Pulaski Co.,2019,Rate,98
School District,Pulaski Co.,2020,Rate,98.2
School District,Pulaski Co.,2021,Rate,95.4
School District,Pulaski Co.,2022,Rate,94.2
School District,Pulaski Co.,2023,Rate,95.2
School District,Pulaski Co.,2024,Rate,91.9
School District,Raceland Ind.,2013,Rate,97.3
School District,Raceland Ind.,2014,Rate,98.8
School District,Raceland Ind.,2015,Rate,96.6
School District,Raceland Ind.,2016,Rate,97.1
School District,Raceland Ind.,2017,Rate,95.9
School District,Raceland Ind.,2018,Rate,95.8
School District,Raceland Ind.,2019,Rate,97.6
School District,Raceland Ind.,2020,Rate,95.7
School District,Raceland Ind.,2021,Rate,95.1
School District,Raceland Ind.,2022,Rate,81.2
School District,Raceland Ind.,2023,Rate,88.5
School District,Raceland Ind.,2024,Rate,89
School District,Robertson Co.,2013,Rate,95.8
School District,Robertson Co.,2014,Rate,88
School District,Robertson Co.,2015,Rate,88
School District,Robertson Co.,2016,Rate,96
School District,Robertson Co.,2017,Rate,100
School District,Robertson Co.,2018,Rate,94.1
School District,Robertson Co.,2019,Rate,95.8
School District,Robertson Co.,2020,Rate,96.6
School District,Robertson Co.,2021,Rate,100
School District,Robertson Co.,2022,Rate,90.9
School District,Robertson Co.,2023,Rate,94.4
School District,Robertson Co.,2024,Rate,100
School District,Rockcastle Co.,2013,Rate,92.1
School District,Rockcastle Co.,2014,Rate,95.4
School District,Rockcastle Co.,2015,Rate,93.8
School District,Rockcastle Co.,2016,Rate,97.8
School District,Rockcastle Co.,2017,Rate,97.9
School District,Rockcastle Co.,2018,Rate,94.8
School District,Rockcastle Co.,2019,Rate,97.6
School District,Rockcastle Co.,2020,Rate,98.7
School District,Rockcastle Co.,2021,Rate,94.6
School District,Rockcastle Co.,2022,Rate,92.5
School District,Rockcastle Co.,2023,Rate,92.5
School District,Rockcastle Co.,2024,Rate,96.6
School District,Rowan Co.,2013,Rate,92.5
School District,Rowan Co.,2014,Rate,94.5
School District,Rowan Co.,2015,Rate,98.7
School District,Rowan Co.,2016,Rate,98.2
School District,Rowan Co.,2017,Rate,96.8
School District,Rowan Co.,2018,Rate,93.9
School District,Rowan Co.,2019,Rate,96.6
School District,Rowan Co.,2020,Rate,97.8
School District,Rowan Co.,2021,Rate,97
School District,Rowan Co.,2022,Rate,95.2
School District,Rowan Co.,2023,Rate,96.4
School District,Rowan Co.,2024,Rate,93.3
School District,Russell Co.,2013,Rate,88.9
School District,Russell Co.,2014,Rate,91.6
School District,Russell Co.,2015,Rate,89.5
School District,Russell Co.,2016,Rate,91.3
School District,Russell Co.,2017,Rate,96.8
School District,Russell Co.,2018,Rate,96.5
School District,Russell Co.,2019,Rate,98.1
School District,Russell Co.,2020,Rate,95.9
School District,Russell Co.,2021,Rate,92.3
School District,Russell Co.,2022,Rate,94.8
School District,Russell Co.,2023,Rate,94.8
School District,Russell Co.,2024,Rate,94.8
School District,Russell Ind.,2013,Rate,98.7
School District,Russell Ind.,2014,Rate,97.3
School District,Russell Ind.,2015,Rate,98.6
School District,Russell Ind.,2016,Rate,97.3
School District,Russell Ind.,2017,Rate,96.2
School District,Russell Ind.,2018,Rate,99.3
School District,Russell Ind.,2019,Rate,97.6
School District,Russell Ind.,2020,Rate,98.4
School District,Russell Ind.,2021,Rate,97.7
School District,Russell Ind.,2022,Rate,98.9
School District,Russell Ind.,2023,Rate,98.3
School District,Russell Ind.,2024,Rate,97.6
School District,Russellville Ind.,2013,Rate,85.5
School District,Russellville Ind.,2014,Rate,89.7
School District,Russellville Ind.,2015,Rate,87.8
School District,Russellville Ind.,2016,Rate,72.7
School District,Russellville Ind.,2017,Rate,90.5
School District,Russellville Ind.,2018,Rate,88.5
School District,Russellville Ind.,2019,Rate,89.3
School District,Russellville Ind.,2020,Rate,90
School District,Russellville Ind.,2021,Rate,88.2
School District,Russellville Ind.,2022,Rate,91.3
School District,Russellville Ind.,2023,Rate,98.7
School District,Russellville Ind.,2024,Rate,95.9
School District,Science Hill Ind.,2013,Rate,*
School District,Science Hill Ind.,2014,Rate,*
School District,Science Hill Ind.,2015,Rate,*
School District,Science Hill Ind.,2016,Rate,*
School District,Science Hill Ind.,2017,Rate,*
School District,Science Hill Ind.,2018,Rate,*
School District,Science Hill Ind.,2019,Rate,*
School District,Science Hill Ind.,2020,Rate,*
School District,Science Hill Ind.,2021,Rate,*
School District,Science Hill Ind.,2022,Rate,*
School District,Science Hill Ind.,2023,Rate,*
School District,Science Hill Ind.,2024,Rate,*
School District,Scott Co.,2013,Rate,84.1
School District,Scott Co.,2014,Rate,86.8
School District,Scott Co.,2015,Rate,86
School District,Scott Co.,2016,Rate,83.7
School District,Scott Co.,2017,Rate,92.3
School District,Scott Co.,2018,Rate,92.8
School District,Scott Co.,2019,Rate,92.4
School District,Scott Co.,2020,Rate,91.7
School District,Scott Co.,2021,Rate,87.3
School District,Scott Co.,2022,Rate,89.3
School District,Scott Co.,2023,Rate,92.4
School District,Scott Co.,2024,Rate,92
School District,Shelby Co.,2013,Rate,84.5
School District,Shelby Co.,2014,Rate,89
School District,Shelby Co.,2015,Rate,91.7
School District,Shelby Co.,2016,Rate,91.3
School District,Shelby Co.,2017,Rate,92.8
School District,Shelby Co.,2018,Rate,92.8
School District,Shelby Co.,2019,Rate,91.2
School District,Shelby Co.,2020,Rate,87
School District,Shelby Co.,2021,Rate,88.4
School District,Shelby Co.,2022,Rate,87.5
School District,Shelby Co.,2023,Rate,89.3
School District,Shelby Co.,2024,Rate,90.4
School District,Silver Grove Ind.,2013,Rate,89.5
School District,Silver Grove Ind.,2014,Rate,95
School District,Silver Grove Ind.,2015,Rate,80
School District,Silver Grove Ind.,2016,Rate,91.7
School District,Silver Grove Ind.,2017,Rate,93.8
School District,Silver Grove Ind.,2018,Rate,***
School District,Silver Grove Ind.,2019,Rate,88.9
School District,Silver Grove Ind.,2020,Rate,**
School District,Silver Grove Ind.,2021,Rate,**
School District,Silver Grove Ind.,2022,Rate,**
School District,Silver Grove Ind.,2023,Rate,**
School District,Silver Grove Ind.,2024,Rate,**
School District,Simpson Co.,2013,Rate,92.4
School District,Simpson Co.,2014,Rate,92.8
School District,Simpson Co.,2015,Rate,93.9
